product_id,product_name,slug,brand,category,user_category,short_description,full_description,product_status,sort_order,goals,aim,search_tags,primary_image_url,image_url_2,image_url_3,image_url_4,image_url_5,serving_size_label,serving_size_g,calories,protein_g,carbohydrates_g,fat_g,fibre_g,sugar_g,sodium_mg,usage_information,ingredients,warnings_allergens,variant_id,sku,variant_name,size_weight,flavour,colour,variant_status,price_inr,compare_at_price_inr,stock_quantity,low_stock_threshold,is_default_variant,created_at,updated_at,variant_count,variant_options,goal_tags
PROD-114,"Soyabean Tempeh Cubes - Peppery Szechuan Chilli, Pack Of 2",soyabean-tempeh-cubes-peppery-szechuan-chilli-pack-of-2-hello-tempayy,Hello Tempayy,Plant Protein,Protein,"Paneer, Tofu & Cream from Hello Tempayy.","Paneer, Tofu & Cream item sourced from the provided BigBasket catalog.",draft,114,Muscle Building,"protein, vegetarian","protein, vegetarian, soyabean tempeh cubes peppery szechuan chilli pack of 2, hello tempayy, plant & dairy proteins",https://www.bigbasket.com/media/uploads/p/l/1215138_1-hello-tempayy-soyabean-tempeh-cubes-peppery-szechuan-chilli-pack-of-2.jpg,https://www.bigbasket.com/media/uploads/p/l/1215138_1-hello-tempayy-soyabean-tempeh-cubes-peppery-szechuan-chilli-pack-of-2.jpg,,,,100 g,100,180,18,6,10,2,1,120,"Use according to the product label. Store in a cool, dry place.",,Check product label for allergens.,VAR-114-01,SKU-0445,2x200 g,2x200 g,,,active,330,370,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,2x200 g,"protein, vegetarian"
PROD-115,"Soyabean Tempeh Cubes - Rich In Protein & Fibre, Low Carb Snack",soyabean-tempeh-cubes-rich-in-protein-fibre-low-carb-snack-hello-tempayy,Hello Tempayy,Plant Protein,Protein,"Paneer, Tofu & Cream from Hello Tempayy.","Paneer, Tofu & Cream item sourced from the provided BigBasket catalog.",draft,115,Muscle Building,"protein, vegetarian, high fibre, healthy snacking","protein, vegetarian, high fibre, healthy snacking, soyabean tempeh cubes rich in protein fibre low carb snack, hello tempayy, plant & dairy proteins",https://www.bigbasket.com/media/uploads/p/l/40210465_4-hello-tempayy-soyabean-tempeh-cubes-rich-in-iron-fibre-gluten-free.jpg,https://www.bigbasket.com/media/uploads/p/l/40210465_4-hello-tempayy-soyabean-tempeh-cubes-rich-in-iron-fibre-gluten-free.jpg,,,,100 g,100,180,18,6,10,2,1,120,"Use according to the product label. Store in a cool, dry place.",,Check product label for allergens.,VAR-115-01,SKU-0446,200 g,200 g,,,active,145,162,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,200 g,"protein, vegetarian, high fibre, healthy snacking"
PROD-116,"Spicy Peri Peri Soyabean Tempeh Cubes - Rich In Protein, Makes Rolls & Salad",spicy-peri-peri-soyabean-tempeh-cubes-rich-in-protein-makes-rolls-salad-hello-tempayy,Hello Tempayy,Plant Protein,Protein,"Paneer, Tofu & Cream from Hello Tempayy.","Paneer, Tofu & Cream item sourced from the provided BigBasket catalog.",draft,116,Muscle Building,"protein, vegetarian","protein, vegetarian, spicy peri peri soyabean tempeh cubes rich in protein makes rolls salad, hello tempayy, plant & dairy proteins",https://www.bigbasket.com/media/uploads/p/l/40238813_2-hello-tempayy-spicy-peri-peri-soyabean-tempeh-cubes-rich-in-fibre-iron-gluten-free.jpg,https://www.bigbasket.com/media/uploads/p/l/40238813_2-hello-tempayy-spicy-peri-peri-soyabean-tempeh-cubes-rich-in-fibre-iron-gluten-free.jpg,,,,100 g,100,180,18,6,10,2,1,120,"Use according to the product label. Store in a cool, dry place.",,Check product label for allergens.,VAR-116-01,SKU-0447,200 g,200 g,,,active,165,185,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,200 g,"protein, vegetarian"
PROD-117,Veggie Elite,veggie-elite-mrm,MRM,Plant Protein,Protein,Performance Protein!*,Performance Protein!*,draft,117,Muscle Building,"protein, vegetarian","protein, vegetarian, veggie elite, mrm, plant protein",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/plant-protein.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcGxhbnQtcHJvdGVpbi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NzY5NzgyNSwiZXhwIjoyMTAzMDU3ODI1fQ.FYOzlyj0EeAwcC8JoXtzsyn4Uig5EYeZkmK52VlWe30,,,,,30 g,30,120,24,3,2,1,1,100,"Use according to the product label. Store in a cool, dry place.",,Check label for allergens.,VAR-117-01,SKU-0026,30 g,30 g,,,active,2923,3274,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,30 g,"protein, vegetarian"
PROD-118,Pea Protein,pea-protein-now,NOW,Plant Protein,Protein,Non-GMO Vegetable Protein!,Non-GMO Vegetable Protein!,draft,118,Muscle Building,"protein, vegetarian","protein, vegetarian, pea protein, now, plant protein",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/plant-protein.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcGxhbnQtcHJvdGVpbi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NzY5NzgyNSwiZXhwIjoyMTAzMDU3ODI1fQ.FYOzlyj0EeAwcC8JoXtzsyn4Uig5EYeZkmK52VlWe30,,,,,30 g,30,120,24,3,2,1,1,100,"Use according to the product label. Store in a cool, dry place.",,Check label for allergens.,VAR-118-01,SKU-0029,30 g,30 g,,,active,1669,1869,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,30 g,"protein, vegetarian"
PROD-119,Nakpro Perform Plant Protein,nakpro-perform-plant-protein,Nakpro,Plant Protein,Protein,25g plant protein from pea and brown rice. India-made vegan protein.,"Nakpro Perform is an Indian-made vegan protein powder combining pea protein and brown rice protein for a complete amino acid profile. With 25g protein per serving and no artificial sweeteners, it is an excellent clean nutrition choice for Indian vegans and vegetarians.",draft,119,Muscle Building,"Vegan,Clean Eating,Muscle Building","nakpro,plant protein,india,pea protein,vegan",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/plant-protein.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcGxhbnQtcHJvdGVpbi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NzY5NzgyNSwiZXhwIjoyMTAzMDU3ODI1fQ.FYOzlyj0EeAwcC8JoXtzsyn4Uig5EYeZkmK52VlWe30,,,,,1 Scoop (35g),35,140,25,5,3,3,1,200,Mix 1 scoop with 250ml water or milk. Shake well and consume post-workout.,"Pea Protein Isolate, Brown Rice Protein, Cocoa Powder, Natural Flavours, Stevia Extract","Vegan. Free from dairy, gluten, and soy. Store in a cool dry place.",VAR-119-01,NKP-PP-1KG-CHO,1kg - Chocolate,1kg,Chocolate,,active,1999,2499,0,5,TRUE,2026-08-23T17:59:48Z,2026-08-23T17:59:48Z,3,1kg - Chocolate | 1kg - Unflavoured | 2kg - Chocolate,"Vegan,Clean Eating,Muscle Building"
PROD-119,Nakpro Perform Plant Protein,nakpro-perform-plant-protein,Nakpro,Plant Protein,Protein,25g plant protein from pea and brown rice. India-made vegan protein.,"Nakpro Perform is an Indian-made vegan protein powder combining pea protein and brown rice protein for a complete amino acid profile. With 25g protein per serving and no artificial sweeteners, it is an excellent clean nutrition choice for Indian vegans and vegetarians.",draft,119,Muscle Building,"Vegan,Clean Eating,Muscle Building","nakpro,plant protein,india,pea protein,vegan",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/plant-protein.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcGxhbnQtcHJvdGVpbi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NzY5NzgyNSwiZXhwIjoyMTAzMDU3ODI1fQ.FYOzlyj0EeAwcC8JoXtzsyn4Uig5EYeZkmK52VlWe30,,,,,1 Scoop (35g),35,140,25,5,3,3,1,200,Mix 1 scoop with 250ml water or milk. Shake well and consume post-workout.,"Pea Protein Isolate, Brown Rice Protein, Cocoa Powder, Natural Flavours, Stevia Extract","Vegan. Free from dairy, gluten, and soy. Store in a cool dry place.",VAR-119-02,NKP-PP-1KG-UNF,1kg - Unflavoured,1kg,Unflavoured,,active,1899,2299,0,5,FALSE,2026-08-23T17:59:48Z,2026-08-23T17:59:48Z,3,1kg - Chocolate | 1kg - Unflavoured | 2kg - Chocolate,"Vegan,Clean Eating,Muscle Building"
PROD-119,Nakpro Perform Plant Protein,nakpro-perform-plant-protein,Nakpro,Plant Protein,Protein,25g plant protein from pea and brown rice. India-made vegan protein.,"Nakpro Perform is an Indian-made vegan protein powder combining pea protein and brown rice protein for a complete amino acid profile. With 25g protein per serving and no artificial sweeteners, it is an excellent clean nutrition choice for Indian vegans and vegetarians.",draft,119,Muscle Building,"Vegan,Clean Eating,Muscle Building","nakpro,plant protein,india,pea protein,vegan",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/plant-protein.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcGxhbnQtcHJvdGVpbi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NzY5NzgyNSwiZXhwIjoyMTAzMDU3ODI1fQ.FYOzlyj0EeAwcC8JoXtzsyn4Uig5EYeZkmK52VlWe30,,,,,1 Scoop (35g),35,140,25,5,3,3,1,200,Mix 1 scoop with 250ml water or milk. Shake well and consume post-workout.,"Pea Protein Isolate, Brown Rice Protein, Cocoa Powder, Natural Flavours, Stevia Extract","Vegan. Free from dairy, gluten, and soy. Store in a cool dry place.",VAR-119-03,NKP-PP-2KG-CHO,2kg - Chocolate,2kg,Chocolate,,active,3699,4299,0,5,FALSE,2026-08-23T17:59:48Z,2026-08-23T17:59:48Z,3,1kg - Chocolate | 1kg - Unflavoured | 2kg - Chocolate,"Vegan,Clean Eating,Muscle Building"
PROD-120,Orgain Organic Plant Protein Powder,orgain-organic-plant-protein-powder,Orgain,Plant Protein,Protein,"21g organic plant protein per serving. Vegan, non-GMO, no artificial ingredients.","Orgain Organic Plant Protein is a certified organic, vegan protein made from a blend of pea protein, brown rice protein, and chia seeds. With 21g of complete protein, 5g of dietary fibre, and only 150 calories per serving, it's perfect for vegans and those with dairy or lactose sensitivities.",draft,120,Muscle Building,"Vegan,Clean Eating,Recovery","plant protein,vegan protein,orgain,pea protein,organic",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/plant-protein.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcGxhbnQtcHJvdGVpbi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NzY5NzgyNSwiZXhwIjoyMTAzMDU3ODI1fQ.FYOzlyj0EeAwcC8JoXtzsyn4Uig5EYeZkmK52VlWe30,,,,,2 Scoops (46g),46,150,21,15,4,5,1,280,Mix 2 scoops with 350ml plant milk or water. Ideal as a post-workout shake or meal supplement.,"Organic Pea Protein, Organic Brown Rice Protein, Organic Chia Seeds, Organic Cocoa Powder, Organic Agave Inulin, Natural Flavours","Vegan. Free from dairy, gluten, and soy. Produced in a facility that handles tree nuts.",VAR-120-01,ORG-PP-1KG-CF,1kg - Chocolate Fudge,1kg,Chocolate Fudge,,active,3999,4799,0,5,TRUE,2026-08-23T17:59:48Z,2026-08-23T17:59:48Z,3,1kg - Chocolate Fudge | 500g - Chocolate Fudge | 500g - Vanilla Bean,"Vegan,Clean Eating,Recovery"
PROD-120,Orgain Organic Plant Protein Powder,orgain-organic-plant-protein-powder,Orgain,Plant Protein,Protein,"21g organic plant protein per serving. Vegan, non-GMO, no artificial ingredients.","Orgain Organic Plant Protein is a certified organic, vegan protein made from a blend of pea protein, brown rice protein, and chia seeds. With 21g of complete protein, 5g of dietary fibre, and only 150 calories per serving, it's perfect for vegans and those with dairy or lactose sensitivities.",draft,120,Muscle Building,"Vegan,Clean Eating,Recovery","plant protein,vegan protein,orgain,pea protein,organic",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/plant-protein.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcGxhbnQtcHJvdGVpbi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NzY5NzgyNSwiZXhwIjoyMTAzMDU3ODI1fQ.FYOzlyj0EeAwcC8JoXtzsyn4Uig5EYeZkmK52VlWe30,,,,,2 Scoops (46g),46,150,21,15,4,5,1,280,Mix 2 scoops with 350ml plant milk or water. Ideal as a post-workout shake or meal supplement.,"Organic Pea Protein, Organic Brown Rice Protein, Organic Chia Seeds, Organic Cocoa Powder, Organic Agave Inulin, Natural Flavours","Vegan. Free from dairy, gluten, and soy. Produced in a facility that handles tree nuts.",VAR-120-02,ORG-PP-500-CF,500g - Chocolate Fudge,500g,Chocolate Fudge,,active,2299,2799,0,5,FALSE,2026-08-23T17:59:48Z,2026-08-23T17:59:48Z,3,1kg - Chocolate Fudge | 500g - Chocolate Fudge | 500g - Vanilla Bean,"Vegan,Clean Eating,Recovery"
PROD-120,Orgain Organic Plant Protein Powder,orgain-organic-plant-protein-powder,Orgain,Plant Protein,Protein,"21g organic plant protein per serving. Vegan, non-GMO, no artificial ingredients.","Orgain Organic Plant Protein is a certified organic, vegan protein made from a blend of pea protein, brown rice protein, and chia seeds. With 21g of complete protein, 5g of dietary fibre, and only 150 calories per serving, it's perfect for vegans and those with dairy or lactose sensitivities.",draft,120,Muscle Building,"Vegan,Clean Eating,Recovery","plant protein,vegan protein,orgain,pea protein,organic",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/plant-protein.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcGxhbnQtcHJvdGVpbi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NzY5NzgyNSwiZXhwIjoyMTAzMDU3ODI1fQ.FYOzlyj0EeAwcC8JoXtzsyn4Uig5EYeZkmK52VlWe30,,,,,2 Scoops (46g),46,150,21,15,4,5,1,280,Mix 2 scoops with 350ml plant milk or water. Ideal as a post-workout shake or meal supplement.,"Organic Pea Protein, Organic Brown Rice Protein, Organic Chia Seeds, Organic Cocoa Powder, Organic Agave Inulin, Natural Flavours","Vegan. Free from dairy, gluten, and soy. Produced in a facility that handles tree nuts.",VAR-120-03,ORG-PP-500-VB,500g - Vanilla Bean,500g,Vanilla Bean,,active,2299,2799,0,5,FALSE,2026-08-23T17:59:48Z,2026-08-23T17:59:48Z,3,1kg - Chocolate Fudge | 500g - Chocolate Fudge | 500g - Vanilla Bean,"Vegan,Clean Eating,Recovery"
PROD-121,Vegan Series Select Protein,vegan-series-select-protein-pescience,PEScience,Plant Protein,Protein,20G Of Vegan Protein Per Serving,20G Of Vegan Protein Per Serving,draft,121,Muscle Building,"protein, vegetarian","protein, vegetarian, vegan series select protein, pescience, plant protein",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/plant-protein.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcGxhbnQtcHJvdGVpbi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NzY5NzgyNSwiZXhwIjoyMTAzMDU3ODI1fQ.FYOzlyj0EeAwcC8JoXtzsyn4Uig5EYeZkmK52VlWe30,,,,,30 g,30,120,24,3,2,1,1,100,"Use according to the product label. Store in a cool, dry place.",,Check label for allergens.,VAR-121-01,SKU-0027,30 g,30 g,,,active,2677,2998,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,30 g,"protein, vegetarian"
PROD-122,Sport Performance Protein,sport-performance-protein-vega,Vega,Plant Protein,Protein,Plant-based Protein!,Plant-based Protein!,draft,122,Muscle Building,"protein, vegetarian","protein, vegetarian, sport performance protein, vega, plant protein",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/plant-protein.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcGxhbnQtcHJvdGVpbi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NzY5NzgyNSwiZXhwIjoyMTAzMDU3ODI1fQ.FYOzlyj0EeAwcC8JoXtzsyn4Uig5EYeZkmK52VlWe30,,,,,30 g,30,120,24,3,2,1,1,100,"Use according to the product label. Store in a cool, dry place.",,Check label for allergens.,VAR-122-01,SKU-0030,30 g,30 g,,,active,7778,8711,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,30 g,"protein, vegetarian"
PROD-123,N.O.-Xplode,n-o-xplode-bsn,BSN,Pre-Workout,Pre-Workout,The Original Pre-Workout Igniter. Re-Engineered,The Original Pre-Workout Igniter. Re-Engineered,draft,123,Muscle Building,workout,"workout, n o xplode, bsn, improve workout products",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/pre-workout.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcHJlLXdvcmtvdXQud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc4NzYsImV4cCI6MjEwMzA1Nzg3Nn0.ihbM2ekL_oObnGCa7e3zJl-Ht0xD-R51yaCL7UspbWI,,,,,5 g,5,20,0,1,0,0,0,10,"Use according to the product label. Store in a cool, dry place.",,Check label for allergens.,VAR-123-01,SKU-0163,5 g,5 g,,,active,2549,2855,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,5 g,workout
PROD-124,C4 Original Pre-Workout Powder,c4-original-pre-workout-powder,Cellucor,Pre-Workout,Pre-Workout,"150mg caffeine, 1.6g CarnoSyn Beta-Alanine. America's #1 pre-workout brand.","Cellucor C4 Original is the original explosive pre-workout formula trusted by millions. Each serving delivers CarnoSyn® Beta-Alanine for endurance, 1g of Creatine Nitrate for power and pump, and 150mg of caffeine for energy and focus. No artificial dyes.",draft,124,Muscle Building,"Energy,Strength,Endurance,Focus","c4 pre-workout,cellucor,beta alanine,caffeine,pump,focus",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/pre-workout.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcHJlLXdvcmtvdXQud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc4NzYsImV4cCI6MjEwMzA1Nzg3Nn0.ihbM2ekL_oObnGCa7e3zJl-Ht0xD-R51yaCL7UspbWI,,,,,1 Scoop (6.3g),6.3,5,0,0,0,0,0,95,Mix 1 scoop in 180–240ml water 20–30 minutes before workout. Do not exceed 1 serving.,"CarnoSyn Beta-Alanine, Creatine Nitrate, Arginine AKG, N-Acetyl-L-Tyrosine, Caffeine Anhydrous, Vitamin C, Niacinamide, Vitamin B6, Folic Acid, Vitamin B12, Sucralose, Silicon Dioxide",Contains 150mg caffeine per serving. Not for use by persons under 18. Do not take within 4 hours of sleep.,VAR-124-01,C4-PW-30-FP,30 servings - Fruit Punch,30 servings,Fruit Punch,,active,1799,2199,0,5,TRUE,2026-08-23T17:59:48Z,2026-08-23T17:59:48Z,3,30 servings - Fruit Punch | 30 servings - Icy Blue Razz | 60 servings - Watermelon,"Energy,Strength,Endurance,Focus"
PROD-124,C4 Original Pre-Workout Powder,c4-original-pre-workout-powder,Cellucor,Pre-Workout,Pre-Workout,"150mg caffeine, 1.6g CarnoSyn Beta-Alanine. America's #1 pre-workout brand.","Cellucor C4 Original is the original explosive pre-workout formula trusted by millions. Each serving delivers CarnoSyn® Beta-Alanine for endurance, 1g of Creatine Nitrate for power and pump, and 150mg of caffeine for energy and focus. No artificial dyes.",draft,124,Muscle Building,"Energy,Strength,Endurance,Focus","c4 pre-workout,cellucor,beta alanine,caffeine,pump,focus",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/pre-workout.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcHJlLXdvcmtvdXQud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc4NzYsImV4cCI6MjEwMzA1Nzg3Nn0.ihbM2ekL_oObnGCa7e3zJl-Ht0xD-R51yaCL7UspbWI,,,,,1 Scoop (6.3g),6.3,5,0,0,0,0,0,95,Mix 1 scoop in 180–240ml water 20–30 minutes before workout. Do not exceed 1 serving.,"CarnoSyn Beta-Alanine, Creatine Nitrate, Arginine AKG, N-Acetyl-L-Tyrosine, Caffeine Anhydrous, Vitamin C, Niacinamide, Vitamin B6, Folic Acid, Vitamin B12, Sucralose, Silicon Dioxide",Contains 150mg caffeine per serving. Not for use by persons under 18. Do not take within 4 hours of sleep.,VAR-124-02,C4-PW-30-IBR,30 servings - Icy Blue Razz,30 servings,Icy Blue Razz,,active,1799,2199,0,5,FALSE,2026-08-23T17:59:48Z,2026-08-23T17:59:48Z,3,30 servings - Fruit Punch | 30 servings - Icy Blue Razz | 60 servings - Watermelon,"Energy,Strength,Endurance,Focus"
PROD-124,C4 Original Pre-Workout Powder,c4-original-pre-workout-powder,Cellucor,Pre-Workout,Pre-Workout,"150mg caffeine, 1.6g CarnoSyn Beta-Alanine. America's #1 pre-workout brand.","Cellucor C4 Original is the original explosive pre-workout formula trusted by millions. Each serving delivers CarnoSyn® Beta-Alanine for endurance, 1g of Creatine Nitrate for power and pump, and 150mg of caffeine for energy and focus. No artificial dyes.",draft,124,Muscle Building,"Energy,Strength,Endurance,Focus","c4 pre-workout,cellucor,beta alanine,caffeine,pump,focus",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/pre-workout.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcHJlLXdvcmtvdXQud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc4NzYsImV4cCI6MjEwMzA1Nzg3Nn0.ihbM2ekL_oObnGCa7e3zJl-Ht0xD-R51yaCL7UspbWI,,,,,1 Scoop (6.3g),6.3,5,0,0,0,0,0,95,Mix 1 scoop in 180–240ml water 20–30 minutes before workout. Do not exceed 1 serving.,"CarnoSyn Beta-Alanine, Creatine Nitrate, Arginine AKG, N-Acetyl-L-Tyrosine, Caffeine Anhydrous, Vitamin C, Niacinamide, Vitamin B6, Folic Acid, Vitamin B12, Sucralose, Silicon Dioxide",Contains 150mg caffeine per serving. Not for use by persons under 18. Do not take within 4 hours of sleep.,VAR-124-03,C4-PW-60-WM,60 servings - Watermelon,60 servings,Watermelon,,active,3299,3999,0,5,FALSE,2026-08-23T17:59:48Z,2026-08-23T17:59:48Z,3,30 servings - Fruit Punch | 30 servings - Icy Blue Razz | 60 servings - Watermelon,"Energy,Strength,Endurance,Focus"
PROD-125,ENGN,engn-evlution-nutrition,EVLUTION NUTRITION,Pre-Workout,Pre-Workout,"Intense Pre-Workout Powder for Increased Energy, Power, & Focus*","Intense Pre-Workout Powder for Increased Energy, Power, & Focus*",draft,125,Muscle Building,workout,"workout, engn, evlution nutrition, improve workout products",https://vtiplvmddgjfcruqrvvb.supabase.co/storage/v1/object/sign/PRODUCT%20IMAGES%20BUCKET/pre-workout.webp?token=eyJraWQiOiJmZTRiZGQ2Yy0zZDI4LTRhODUtYTc1My1lYjc4NjhlNDU5OGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJQUk9EVUNUIElNQUdFUyBCVUNLRVQvcHJlLXdvcmtvdXQud2VicCIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODc2OTc4NzYsImV4cCI6MjEwMzA1Nzg3Nn0.ihbM2ekL_oObnGCa7e3zJl-Ht0xD-R51yaCL7UspbWI,,,,,5 g,5,20,0,1,0,0,0,10,"Use according to the product label. Store in a cool, dry place.",,Check label for allergens.,VAR-125-01,SKU-0160,5 g,5 g,,,active,2549,2855,0,5,TRUE,2026-08-23T23:05:00+05:30,2026-08-23T23:05:00+05:30,1,5 g,workout
